time,seconds_elapsed_x,accel_z,accel_y,accel_x,seconds_elapsed_y,gyro_z,gyro_y,gyro_x,accel_x_smooth,accel_y_smooth,accel_z_smooth,gyro_x_smooth,gyro_y_smooth,gyro_z_smooth
1767621245480865500,0.128865478515625,0.0312395095825195,-0.000783571973443,0.0004453882575035,0.10909912109375,0.0018325957935303,0.0012217304902151,0.0018325957935303,,,,,,
1767621245661370600,0.30937060546875,0.0409040451049804,-0.005571611225605,0.0111466497182846,0.3096630859375,0.0012217304902151,-0.0018325957935303,0.0012217304902151,,,,,,
1767621245721555000,0.369554931640625,0.0360002517700195,0.0127623844891786,0.010828198865056,0.3497861328125,-0.0006108652451075,0.0024434609804302,0.0030543261673301,-0.00046551264822482024,-0.00645153075456618,0.03462829589843745,0.00232128791976716,0.00024434608640149994,0.0006108652567491
1767621245902069500,0.550069580078125,0.0241146087646484,-0.0147256404161453,-0.0125613212585449,0.550361328125,0.0012217304902151,0.0,0.0030543261673301,-0.00728592686355112,-0.00929444320499896,0.03703823089599606,0.0019547687610611,0.00024434608640149994,0.00048869219608606
1767621246022424800,0.6704248046875,0.0408830642700195,-0.0239392146468162,-0.0121864788234233,0.670717041015625,-0.0006108652451075,-0.0006108652451075,0.0024434609804302,-0.012834676727652521,-0.0076249297708273,0.03464374542236325,0.0021991148591041197,0.0009773844038136199,1.9992688060632702e-17
1767621246142755000,0.790755126953125,0.0432891845703125,-0.0149981342256069,-0.033656682819128,0.79104736328125,0.0012217304902151,0.0012217304902151,0.0,-0.02158441916108126,-0.010699521005153641,0.03179435729980466,0.00207694182172414,0.00048869220772758,1.9992688060632702e-17
1767621246223001000,0.8710009765625,0.0289316177368164,0.0027759559452533,-0.0165970996022224,0.87129345703125,-0.0012217304902151,0.0018325957935303,0.0024434609804302,-0.0215028636157512,-0.005464791506528859,0.03276252746582028,0.0018325957469641798,0.00061086525674908,-0.0004886921960860199
1767621246263123500,0.91112353515625,0.0217533111572265,-0.0026105716824531,-0.0329205133020877,0.911416015625,-0.0006108652451075,0.0,0.0024434609804302,-0.01764134913682934,0.0010620899498462403,0.0298986434936523,0.00146607659989964,0.00073303830577058,-0.0001221730490215
1767621246383493000,1.0314931640625,0.0289554595947265,0.0114480070769786,-0.0121535435318946,1.031784912109375,-0.0012217304902151,0.0006108652451075,0.0018325957935303,-0.01183705776929852,0.006355414539575541,0.027034378051757756,0.00195476879598568,0.00073303830577058,-0.0004886921960860199
1767621246403552800,1.051552734375,0.0265636444091796,0.0086951926350593,0.007121093571186,1.051890380859375,0.0012217304902151,0.0,0.0006108652451075,-0.00831940248608588,0.00907461419701574,0.02608699798583978,0.00219911491731176,0.00073303830577058,-0.0004886921960860199
1767621246503867100,1.1518671875,0.0289678573608398,0.0114684887230396,-0.0046352259814739,1.15215869140625,-0.0006108652451075,0.0012217304902151,0.0024434609804302,1.9687414169299727e-05,0.00499365627765654,0.026098251342773382,0.00219911491731176,0.0008552113547920799,-0.0004886921960860199
1767621246624230100,1.272230224609375,0.0241947174072265,0.0163719542324543,0.0009911768138408,1.272522216796875,-0.0012217304902151,0.0018325957935303,0.0036651915870606,0.00086994692683218,2.655833959579988e-05,0.02467155456542964,0.0023212879546917397,0.00122173050185662,-0.0006108652567490601
1767621246664354800,1.312354736328125,0.0218095779418945,-0.0230153612792491,0.0087749361991882,1.31264697265625,-0.0006108652451075,0.0006108652451075,0.0024434609804302,-0.0031767576932907,-0.00364794582128522,0.025647163391113236,0.00293215322308236,0.00134390355087812,-0.0006108652567490601
